"","ssuid","monthly_childcare_expenditure","k_under2","k_3to5","k_6to10","METRO","reg_ratio","criminal_records","daycare_regulations","monthly_job_hrs","monthly_wage","monthly_earned_income","monthly_unearned_income","education","age","log_expenditure","H","F","d1","d2","d3"
"1",114285765,0,0,1,0,1,7,1,1,0,0,0,0,12,23.1666666666667,0,0,0,1,0,0
"2",114552343,0,0,1,2,1,7,1,1,26.0416666666667,703.166666666667,703.166666666667,-644.569444444444,5,32.3333333333333,0,1,0,0,1,0
"3",114552369,0,0,0,1,1,7,1,1,31.8708333333333,1886.33333333333,1886.33333333333,-1709.55555555556,16,25.6666666666667,0,1,0,0,1,0
"4",418037420,0,1,2,0,1,7,1,1,0,0,0,0,16,26,0,0,0,1,0,0
"5",418086894,0,0,0,2,0,8,1,1,26.2083333333333,641.083333333333,641.083333333333,-511.826388888889,12,35.25,0,1,0,0,1,0
"6",418114194,0,1,2,1,1,7,1,1,39.0875,212.416666666667,212.416666666667,-191.548611111111,13,28.0833333333333,0,1,0,0,1,0
"7",418114602,0,0,0,1,1,7,1,1,48,1825,1825,-1665.48611111111,13,36,0,1,0,0,1,0
"8",418172676,0,1,0,0,1,8,1,1,0,0,0,0.0833333333333333,16,28.75,0,0,0,1,0,0
"9",418185142,0,1,1,1,1,8,1,1,0,0,0,0,10,35.0833333333333,0,0,0,1,0,0
"10",418185162,0,0,1,0,0,7,1,1,0,0,179,-149.166666666667,12,37.75,0,0,0,1,0,0
"11",418199950,651.857142857143,1,1,0,0,8,1,1,40,1922.16666666667,1922.16666666667,-1761.98611111111,16,27.75,6.47982543187209,1,1,0,0,0
"12",418209291,0,1,1,0,0,8,1,1,20,200,400,-383.083333333333,12,27.9166666666667,0,0,0,1,0,0
"13",418209316,0,1,1,0,0,8,1,1,40,4311,4611,-4251.75,13,26.9166666666667,0,1,0,0,1,0
"14",418209852,0,0,1,1,0,8,1,1,40,4018.75,4318.75,-3983.85416666667,14,33.1666666666667,0,1,0,0,1,0
"15",418215316,0,0,0,3,0,8,1,1,0,0,60.0833333333333,30.0069444444444,12,25,0,0,0,1,0,0
"16",418215449,0,0,0,1,0,8,1,1,13.3333333333333,253.166666666667,1465.66666666667,-1292.06944444444,11,39.8333333333333,0,0,0,1,0,0
"17",418276060,0,0,1,1,0,8,1,1,0,0,678,-594.75,13,33.75,0,0,0,1,0,0
"18",418294283,0,0,0,1,1,8,1,1,45,3760.16666666667,3760.16666666667,-3446.48611111111,16,39.5,0,1,0,0,1,0
"19",418303449,108.642857142857,0,1,0,1,8,1,1,20,1202,2402,-2301.83333333333,16,36.4166666666667,4.68806596264403,0,1,1,0,1
"20",418342067,0,1,0,1,1,8,1,1,0,0,0,10.0833333333333,13,29,0,0,0,1,0,0
"21",418359831,0,1,1,1,1,8,1,1,59,6392.5,6392.5,-5859.45833333333,21,35.0833333333333,0,1,0,0,1,0
"22",418406167,0,0,0,1,0,7,1,1,39.125,3842.33333333333,3842.33333333333,-3438.13888888889,16,34.1666666666667,0,1,0,0,1,0
"23",418406566,1303.71428571429,1,1,2,1,8,1,1,40,2846.25,2846.25,-2609.0625,13,31.6666666666667,7.17297261243203,1,1,0,0,0
"24",418406660,0,0,1,0,0,8,1,1,40.625,4437.5,4437.5,-4067.70833333333,16,31.25,0,1,0,0,1,0
"25",418408197,660.548571428571,0,1,0,0,8,1,1,12.9166666666667,851.333333333333,851.333333333333,-780.388888888889,18,32.75,6.49307065862211,0,1,1,0,1
"26",418408831,0,1,1,1,0,8,1,1,40,2255.83333333333,2255.83333333333,-2049.72222222222,12,28.6666666666667,0,1,0,0,1,0
"27",418415746,1738.28571428571,0,1,1,0,7,1,1,22,984.833333333333,984.833333333333,-858.5625,14,30.3333333333333,7.46065468488382,1,1,0,0,0
"28",418472070,291.162857142857,0,1,0,0,7,1,1,0.833333333333333,45.75,45.75,-37.7708333333333,12,35.6666666666667,5.6738827571668,0,1,1,0,1
"29",418472765,0,0,1,0,0,7,1,1,59,2828.75,2828.75,-2592.77083333333,14,25.8333333333333,0,1,0,0,1,0
"30",418500162,0,0,0,1,1,7,1,1,24,2924.91666666667,2924.91666666667,-2681.17361111111,14,37.8333333333333,0,1,0,0,1,0
"31",418500458,0,2,0,0,1,7,1,1,59,3593.16666666667,3593.16666666667,-3293.73611111111,16,38.5833333333333,0,1,0,0,1,0
"32",418500692,0,0,0,1,1,7,1,1,37,1086.08333333333,1086.08333333333,-995.576388888889,5,42.5833333333333,0,1,0,0,1,0
"33",418533619,0,0,0,2,0,8,1,1,0,0,0,0,13,34.1666666666667,0,0,0,1,0,0
"34",418533903,338.965714285714,0,0,1,1,8,1,1,40,5682,5682,-5208.5,16,45.4166666666667,5.82589896446543,1,1,0,0,0
"35",418552705,0,1,0,0,1,7,1,1,0.208333333333333,11.9166666666667,11.9166666666667,-10.9236111111111,12,25.1666666666667,0,0,0,1,0,0
"36",418597369,0,0,1,1,0,7,1,1,44.25,1019.16666666667,1019.16666666667,-934.236111111111,12,25.4166666666667,0,1,0,0,1,0
"37",418609494,0,1,0,0,1,8,1,1,37,1447.08333333333,1447.08333333333,-1325.82638888889,12,38.25,0,1,0,0,1,0
"38",418662431,130.371428571429,1,1,0,1,7,1,1,0,0,0,0,16,26.8333333333333,4.87038751943799,0,1,1,0,1
"39",418688207,0,0,1,0,1,8,1,1,0,0,0,0,16,35.8333333333333,0,0,0,1,0,0
"40",418756705,0,0,0,1,1,7,1,1,16.7916666666667,721.416666666667,1821.41666666667,-1657.96527777778,12,45.1666666666667,0,0,0,1,0,0
"41",418783705,0,0,0,1,1,7,1,1,9.375,342.083333333333,408.75,6.46527777777779,16,37.0833333333333,0,0,0,1,0,0
"42",418809291,0,1,0,1,1,8,1,1,0,0,0,0,12,36.8333333333333,0,0,0,1,0,0
"43",418828887,0,0,0,1,0,8,1,1,9.83333333333333,200,400,-383.333333333333,12,37.0833333333333,0,0,0,1,0,0
"44",418847138,0,0,1,0,1,7,1,1,40,1754.58333333333,1754.58333333333,-1554.63194444444,12,28.5,0,1,0,0,1,0
"45",418847804,0,0,0,1,1,7,1,1,0,0,0,0,7,33.25,0,0,0,1,0,0
"46",418847844,1086.42857142857,1,1,0,1,7,1,1,34,1858.33333333333,3058.33333333333,-2903.47222222222,16,29.1666666666667,6.99065105563808,1,1,0,0,0
"47",418925944,108.642857142857,0,0,1,1,8,1,1,59,4178,4178,-3796.16666666667,18,46.6666666666667,4.68806596264403,1,1,0,0,0
"48",418945040,0,1,0,0,1,7,1,1,32.125,1103.83333333333,1103.83333333333,-1011.84722222222,12,19.3333333333333,0,1,0,0,1,0
"49",418967852,325.928571428571,0,0,2,0,8,1,1,44,834.75,834.75,-763.9375,18,30.0833333333333,5.78667825131214,1,1,0,0,0
"50",418967903,0,0,0,1,0,8,1,1,47.45,1670.91666666667,1670.91666666667,-1531.67361111111,12,30.5833333333333,0,1,0,0,1,0
"51",418967905,0,0,0,1,0,8,1,1,27.75,1020.25,1020.25,-919.284722222222,12,32.1666666666667,0,1,0,0,1,0
"52",418982162,869.142857142857,1,0,2,1,7,1,1,45,6571.66666666667,7321.66666666667,-6773.94444444445,18,34.5,6.76750750432387,1,1,0,0,0
"53",418982431,0,0,1,2,1,7,1,1,8,347.5,347.5,-318.541666666667,16,37.5833333333333,0,0,0,1,0,0
"54",418995267,543.214285714286,0,1,1,0,7,1,1,0,0,0,0,7,28.6666666666667,6.29750387507814,0,1,1,0,1
"55",418995502,0,1,1,0,0,7,1,1,25.9166666666667,309.5,309.5,-262.791666666667,16,35.4166666666667,0,1,0,0,1,0
"56",418995788,0,1,0,0,0,7,1,1,39.5416666666667,667.833333333333,667.833333333333,-405.201388888889,14,25.5833333333333,0,1,0,0,1,0
"57",860037964,0,1,0,0,0,8,1,1,0,0,0,0,12,24.6666666666667,0,0,0,1,0,0
"58",860049040,0,0,0,1,0,7,1,1,30,1238.16666666667,1238.16666666667,-1117.97222222222,12,48.75,0,1,0,0,1,0
"59",860049162,291.162857142857,0,1,1,0,7,1,1,23.3333333333333,979.916666666667,985.25,-889.590277777778,12,30.25,5.6738827571668,1,1,0,0,0
"60",860049549,99.9514285714286,0,1,0,0,7,1,1,40,2172.5,2172.5,-1969.875,13,34,4.60468435370498,1,1,0,0,0
"61",860049584,0,2,0,0,0,7,1,1,0,0,0,0,12,33.9166666666667,0,0,0,1,0,0
"62",860049804,0,0,1,0,0,7,1,1,30.75,1109.08333333333,1109.08333333333,-1016.65972222222,13,32.0833333333333,0,1,0,0,1,0
"63",860068944,0,1,0,0,0,8,1,1,2,104.083333333333,104.083333333333,-79.9930555555556,12,23.25,0,0,0,1,0,0
"64",860092099,347.657142857143,1,0,1,1,8,1,1,16.375,1446,1446,-1272.16666666667,18,36.5833333333333,5.85121677244971,0,1,1,0,1
"65",860092334,0,0,0,2,1,8,1,1,0,0,0,0,12,44.25,0,0,0,1,0,0
"66",860093988,0,1,0,0,0.0833333333333333,8,1,1,2.25,58.9166666666667,58.9166666666667,-42.8958333333333,12,23.5,0,0,0,1,0,0
"67",860114964,0,1,2,0,0,8,1,1,0,0,0,54.1666666666667,7,22.5833333333333,0,0,0,1,0,0
"68",860121972,217.285714285714,0,0,1,1,7,1,1,12.5,947.833333333333,947.833333333333,-813.513888888889,16,35.3333333333333,5.38121314320398,0,1,1,0,1
"69",860135194,391.114285714286,0,0,1,1,7,1,1,22.5,1751.33333333333,1751.33333333333,-1491.625,18,44,5.9689998081061,1,1,0,0,0
"70",860135267,0,1,0,0,1,7,1,1,20,869.166666666667,869.166666666667,-775.152777777778,13,22.8333333333333,0,0,0,1,0,0
"71",860135972,0,1,0,0,1,7,1,1,0,0,0,0.666666666666667,12,35.25,0,0,0,1,0,0
"72",860136054,0,0,0,1,1,8,1,1,40,3438.41666666667,3438.41666666667,-3151.88194444444,14,43.3333333333333,0,1,0,0,1,0
"73",860136235,347.657142857143,0,0,2,1,8,1,1,30.4166666666667,1010.75,1010.75,-926.520833333333,12,35,5.85121677244971,1,1,0,0,0
"74",860136480,999.514285714286,1,0,0,1,8,1,1,50,10027.5833333333,10027.5833333333,-9183.45138888889,18,38.4166666666667,6.90726944669903,1,1,0,0,0
"75",860136535,173.828571428571,0,0,1,1,8,1,1,35,1002.75,1002.75,-919.1875,4,36.8333333333333,5.15806959188977,1,1,0,0,0
"76",860136599,0,0,0,1,1,8,1,1,36,2424.41666666667,2424.41666666667,-2222.38194444444,14,34.1666666666667,0,1,0,0,1,0
"77",860172619,0,0,0,1,1,8,1,1,0,0,0,0,12,53.3333333333333,0,0,0,1,0,0
"78",860209360,0,0,0,1,1,8,1,1,0,0,0,66.3333333333333,12,37.8333333333333,0,0,0,1,0,0
"79",860209950,217.285714285714,0,0,1,1,8,1,1,87,4097.5,4442.5,-4101.04166666667,14,43.75,5.38121314320398,1,1,0,0,0
"80",860215545,0,1,0,0,1,8,1,1,0,0,0,1.41666666666667,12,23.25,0,0,0,1,0,0
"81",860215755,0,0,0,1,1,8,1,1,40,434.75,434.75,-398.520833333333,12,29.4166666666667,0,1,0,0,1,0
"82",860274291,0,0,1,0,1,8,1,1,0,0,0,6.91666666666667,12,22.6666666666667,0,0,0,1,0,0
"83",860274894,173.828571428571,0,0,1,1,8,1,1,40,2954.41666666667,2954.41666666667,-2707.13194444444,12,38.1666666666667,5.15806959188977,1,1,0,0,0
"84",860285781,386.768571428571,0,0,1,0,5,1,1,32,4136.66666666667,4136.66666666667,-3746.77777777778,16,41.5,5.95782650750797,1,1,0,0,0
"85",860285832,0,0,1,1,0,5,1,1,0,0,0,0.0833333333333333,14,29.4166666666667,0,0,0,1,0,0
"86",860320058,0,0,1,0,0,8,1,1,0,0,0,0,16,39.25,0,0,0,1,0,0
"87",860334060,0,0,1,0,0,8,1,1,50,4311,4611,-4251.41666666667,13,31.4166666666667,0,1,0,0,1,0
"88",860359099,260.742857142857,0,1,0,1,8,1,1,36,2005.5,2005.5,-1836.29166666667,12,20.6666666666667,5.56353469999793,1,1,0,0,0
"89",860359594,0,1,0,0,1,8,1,1,0,0,0,0,9,15.5,0,0,0,1,0,0
"90",860408294,86.9142857142857,0,0,1,0,8,1,1,34.2708333333333,0,0,0.75,13,37.0833333333333,4.46492241132982,1,1,0,0,0
"91",860415284,160.791428571429,0,1,0,1,8,1,1,29.3333333333333,1066.33333333333,1066.33333333333,-972.923611111111,13,27.0833333333333,5.08010805042006,1,1,0,0,0
"92",860418173,0,0,0,1,1,8,1,1,20.6666666666667,1273.25,1660.58333333333,-1522.20138888889,14,34.0833333333333,0,1,0,0,1,0
"93",860418240,0,0,0,1,1,7,1,1,32.7083333333333,1271.58333333333,1271.58333333333,-1165.61805555556,12,34.6666666666667,0,1,0,0,1,0
"94",860418360,1521,0,1,0,1,8,1,1,30.6666666666667,8274.58333333333,13334.5833333333,-12645.0347222222,13,22.0833333333333,7.32712329225929,1,1,0,0,0
"95",860494035,0,0,1,0,0,8,1,1,36.9166666666667,1359.16666666667,1496.66666666667,-1383.40277777778,12,25.4166666666667,0,1,0,0,1,0
"96",860508294,0,0,1,4,0,8,1,1,11,434.75,434.75,-398.520833333333,12,31.4166666666667,0,0,0,1,0,0
"97",860533676,0,1,0,0,0,8,1,1,0,0,0,0,12,20.5,0,0,0,1,0,0
"98",860552183,0,0,0,2,1,8,1,1,9.79166666666667,1408.75,1408.75,-1291.35416666667,13,41.6666666666667,0,0,0,1,0,0
"99",860552247,0,1,1,2,0,5,1,1,0,0,0,12.9166666666667,12,24.1666666666667,0,0,0,1,0,0
"100",860552537,217.285714285714,0,0,3,1,8,1,1,18.1666666666667,469,919,-879.916666666667,12,29.25,5.38121314320398,0,1,1,0,1
"101",860552651,0,1,0,0,1,8,1,1,16.25,777.916666666667,777.916666666667,-713.090277777778,12,29.1666666666667,0,0,0,1,0,0
"102",860552840,3454.84285714286,0,1,2,1,8,1,1,40,2924.91666666667,2924.91666666667,-2595.25694444444,16,44.3333333333333,8.14753225243017,1,1,0,0,0
"103",860648568,0,1,0,0,1,7,1,1,0,0,0,0,12,22.25,0,0,0,1,0,0
"104",860688954,0,0,0,1,1,8,1,1,40,2507.08333333333,2507.08333333333,-2297.90972222222,18,36.5833333333333,0,1,0,0,1,0
"105",860689692,0,0,0,1,1,7,1,1,40,1700,1700,-1558.33333333333,16,38.5,0,1,0,0,1,0
"106",860816444,386.768571428571,0,0,2,0,5,1,1,32,4136.66666666667,4136.66666666667,-3788.27777777778,16,40,5.95782650750797,1,1,0,0,0
"107",860816848,0,0,2,0,0,5,1,1,0,0,0,0,12,23.5,0,0,0,1,0,0
"108",860816995,725.734285714286,0,1,0,1,8,1,1,50,4002.5,4002.5,-3668.875,16,34.5,6.58718395019259,1,1,0,0,0
"109",860824220,304.2,2,0,0,0,8,1,1,71.3333333333333,3600.25,3778.25,-3478.22916666667,13,27,5.71768537982519,1,1,0,0,0
"110",860828755,195.557142857143,0,0,1,1,8,1,1,0,0,0,0,13,41.25,5.27585262754615,0,1,1,0,1
"111",860925183,0,0,2,0,1,8,1,1,30,964.416666666667,964.416666666667,-883.965277777778,12,21.5,0,1,0,0,1,0
"112",860925594,0,0,0,1,1,8,1,1,0,0,0,61.5,12,49.6666666666667,0,0,0,1,0,0
"113",860925954,0,0,1,1,1,8,1,1,13.125,452.333333333333,452.333333333333,-411.222222222222,12,24.1666666666667,0,0,0,1,0,0
"114",860932473,0,0,0,1,0,5,1,1,0,0,0,6.75,14,38.4166666666667,0,0,0,1,0,0
"115",860995110,0,2,1,1,0,5,1,1,6.25,306.75,306.75,-281.1875,12,22.9166666666667,0,0,0,1,0,0
"116",860995162,0,1,0,1,0,7,1,1,40,1477.5,1477.5,-1354.375,9,28.5,0,1,0,0,1,0
"117",860995360,0,0,0,2,1,8,1,1,0,0,0,0,12,30,0,0,0,1,0,0
"118",860995365,304.2,1,2,0,1,8,1,1,0,0,0,2.41666666666667,16,32.1666666666667,5.71768537982519,0,1,1,0,1
"119",860995692,0,0,0,2,0,7,1,1,0,0,721,-593.416666666667,12,34.8333333333333,0,0,0,1,0,0
"120",860995699,0,1,0,0,0,5,1,1,15,0,0,36.5763888888889,12,32.3333333333333,0,0,0,1,0,0
"121",860995773,0,0,1,1,0,7,1,1,0,0,0,0,14,37.5,0,0,0,1,0,0
"122",995136660,0,0,1,1,1,8,1,1,24,1087.08333333333,1088.08333333333,-997.493055555555,12,35.8333333333333,0,1,0,0,1,0
"123",995185903,0,0,0,1,1,8,1,1,18.5,670.5,670.5,-605.625,12,40.0833333333333,0,0,0,1,0,0
"124",995185905,0,1,0,0,1,8,1,1,0,0,0,0,14,38.0833333333333,0,0,0,1,0,0
"125",995199946,0,1,0,0,1,8,1,1,0,0,0,0,12,27.3333333333333,0,0,0,1,0,0
"126",995285831,0,0,0,1,1,8,1,1,0,0,0,0,5,41.6666666666667,0,0,0,1,0,0
"127",995359149,478.028571428571,0,0,1,1,8,1,1,40,2520.58333333333,2520.58333333333,-2251.20138888889,14,27,6.16967050356825,1,1,0,0,0
"128",995359207,0,1,1,1,1,8,1,1,40,1608.08333333333,1608.08333333333,-1423.90972222222,12,28.9166666666667,0,1,0,0,1,0
"129",995359660,0,0,1,2,1,8,1,1,27.5958333333333,3062.58333333333,3062.58333333333,-2807.36805555556,12,30.75,0,1,0,0,1,0
"130",995552197,521.485714285714,0,0,1,1,8,1,1,50,1955.58333333333,1955.58333333333,-1792.61805555556,7,35.3333333333333,6.25668188055788,1,1,0,0,0
"131",995552660,0,1,0,0,0,8,1,1,0,0,0,94.4444444444444,10,18.1666666666667,0,0,0,1,0,0
"132",995552944,0,0,1,1,1,8,1,1,0,0,0,0,12,22.75,0,0,0,1,0,0
"133",995625162,217.285714285714,0,1,2,1,7,1,1,20.8333333333333,183.833333333333,850.333333333333,-779.472222222222,12,37.5,5.38121314320398,1,1,0,0,0
"134",995689086,0,1,0,0,1,8,1,1,0,0,0,0,7,15.25,0,0,0,1,0,0
"135",995689174,1303.71428571429,0,0,1,1,8,1,1,40,2027,2027,-1817,12,46.4166666666667,7.17297261243203,1,1,0,0,0
"136",38114057596,0,0,1,0,0,10,1,1,36,1287.75,1312.41666666667,-1205.10416666667,13,28.1666666666667,0,1,0,0,1,0
"137",38114172267,0,1,0,0,0,10,1,1,40,1303.91666666667,1385.91666666667,-1270.42361111111,8,39.3333333333333,0,1,0,0,1,0
"138",38114172547,1303.71428571429,0,1,0,0,10,1,1,45,3011.25,3011.25,-2760.3125,13,33.5,7.17297261243203,1,1,0,0,0
"139",38114172746,0,0,1,0,1,10,1,1,0,0,0,8.33333333333333,8,29.9166666666667,0,0,0,1,0,0
"140",38114172788,0,0,0,1,0,10,1,1,37,1430.58333333333,1430.58333333333,-1265.53472222222,13,36.25,0,1,0,0,1,0
"141",38114204509,0,1,0,0,1,10,1,1,10,750,750,-687.5,16,33.25,0,0,0,1,0,0
"142",38114209420,0,0,1,1,1,10,1,1,0,0,0,0.166666666666667,13,42.75,0,0,0,1,0,0
"143",38114285705,0,0,1,1,0,10,1,1,40,2085.83333333333,2085.83333333333,-1911.93055555556,16,38,0,1,0,0,1,0
"144",38114285844,0,0,1,0,0,10,1,1,0,0,0,0,13,33.25,0,0,0,1,0,0
"145",38114406622,0,0,1,1,1,10,1,1,30,0,0,69.6458333333333,14,35.75,0,1,0,0,1,0
"146",38114406828,0,0,1,0,1,10,1,1,16,855.25,855.25,-783.979166666667,13,32.6666666666667,0,0,0,1,0,0
"147",38114408828,0,0,0,1,1,10,1,1,32,1098.58333333333,1660.83333333333,-1472.43055555556,9,31.9166666666667,0,1,0,0,1,0
"148",38114816343,0,0.5,0,1,0.708333333333333,10,1,1,0,0,0,0,12,29.125,0,0,0,1,0,0
"149",38114816465,451.954285714286,0,0,1,1,10,1,1,38,2196,2196,-2013,12,24.3333333333333,6.11358103691721,1,1,0,0,0
"150",38114932138,3454.84285714286,0,0,1,1,10,1,1,40,2757.33333333333,2757.33333333333,-2527.55555555556,16,32,8.14753225243017,1,1,0,0,0
"151",38114967765,86.9142857142857,0,1,0,0,10,1,1,32,1251.08333333333,1251.08333333333,-1145.25,13,25.9166666666667,4.46492241132982,1,1,0,0,0
"152",38114967844,0,0,1,1,1,10,1,1,12,1303.91666666667,1303.91666666667,-1195.25694444444,12,42.3333333333333,0,0,0,1,0,0
"153",38114988828,0,0,0,1,0,10,1,1,4.03333333333333,125.333333333333,125.333333333333,-97.1666666666667,12,27,0,0,0,1,0,0
"154",38114995502,0,0,0,2,1,10,1,1,0,0,0,0.0833333333333333,12,41,0,0,0,1,0,0
"155",38274046117,0,0,0,1,1,10,1,1,8,1169.75,1169.75,-1072.27083333333,9,33.9166666666667,0,0,0,1,0,0
"156",38274046561,434.571428571429,0,0,1,1,10,1,1,40,4762.91666666667,4762.91666666667,-4366.00694444444,14,33.8333333333333,6.07436032376392,1,1,0,0,0
"157",38274046876,0,0,1,1,1,10,1,1,0,0,0,0,14,27.9166666666667,0,0,0,1,0,0
"158",38274068117,3454.84285714286,1,0,1,1,10,1,1,35,2423.41666666667,2423.41666666667,-2221.46527777778,13,23.9166666666667,8.14753225243017,1,1,0,0,0
"159",38274334901,3454.84285714286,0,1,1,1,10,1,1,35,2340.08333333333,2340.08333333333,-2144.82638888889,12,37.6666666666667,8.14753225243017,1,1,0,0,0
"160",38274408278,3454.84285714286,0,1,0,1,10,1,1,40,4178,4178,-3829.83333333333,18,43.1666666666667,8.14753225243017,1,1,0,0,0
"161",38274408724,0,1,0,0,1,10,1,1,32.8125,1325.41666666667,1325.41666666667,-1214.96527777778,13,22.5,0,1,0,0,1,0
"162",38274816051,0,0,0,2,1,10,1,1,40,1520.83333333333,1520.83333333333,-1394.09722222222,12,32.9166666666667,0,1,0,0,1,0
"163",38274995901,625.782857142857,0,1,1,1,10,1,1,40,2340.08333333333,2340.08333333333,-2120.07638888889,18,35.25,6.43900343735183,1,1,0,0,0
"164",38285049035,912.6,0,1,0,1,5,1,1,41.6,5045,5045,-4597.5,16,39.6666666666667,6.8162976684933,1,1,0,0,0
"165",38285049676,0,0,0,1,1,5,1,1,38,1665.91666666667,1665.91666666667,-1527.09027777778,13,33.6666666666667,0,1,0,0,1,0
"166",38285049777,869.142857142857,0,1,0,1,10,1,1,59,6331.5,7331.5,-6803.45833333333,18,30.9166666666667,6.76750750432387,1,1,0,0,0
"167",38285073554,695.314285714286,1,0,1,1,10,1,1,40,701.583333333333,701.583333333333,-643.118055555556,7,33.25,6.54436395300966,1,1,0,0,0
"168",38285121688,0,2,1,0,1,8,1,1,0,0,0,0,16,31.0833333333333,0,0,0,1,0,0
"169",38285256762,86.9142857142857,0,0,1,1,8,1,1,16.4666666666667,578.25,578.25,-474.479166666667,14,41.5,4.46492241132982,0,1,1,0,1
"170",38285274195,0,0,0,1,1,8,1,1,32.0833333333333,147.583333333333,147.583333333333,3.95833333333333,16,30.1666666666667,0,1,0,0,1,0
"171",38285302138,521.485714285714,0,1,0,1,10,1,1,35,1792.58333333333,1792.58333333333,-1643.20138888889,8,34.75,6.25668188055788,1,1,0,0,0
"172",38285415138,0,0,1,0,1,10,1,1,18.6,997.666666666667,997.666666666667,-878.0625,13,26.6666666666667,0,0,0,1,0,0
"173",38285415420,325.928571428571,0,1,0,1,10,1,1,12,3005.91666666667,4813.75,-4400.75694444444,16,40.6666666666667,5.78667825131214,0,1,1,0,1
"174",38285421195,0,0,0,1,1,8,1,1,40,2889.58333333333,2889.58333333333,-2648.11805555556,13,41.9166666666667,0,1,0,0,1,0
"175",38285438772,1086.42857142857,0,2,0,1,10,1,1,38.3333333333333,3509.83333333333,3509.83333333333,-3217.34722222222,16,37.4166666666667,6.99065105563808,1,1,0,0,0
"176",38285500318,869.142857142857,0,0,2,1,8,1,1,55.4166666666667,8577.83333333333,10077.8333333333,-9362.76388888889,16,46.8333333333333,6.76750750432387,1,1,0,0,0
"177",38285508195,0,1,0,0,1,8,1,1,17.8333333333333,626.916666666667,626.916666666667,-566.368055555556,12,25.3333333333333,0,0,0,1,0,0
"178",38285527246,0,1,0,1,1,8,1,1,0,0,0,0,12,29.1666666666667,0,0,0,1,0,0
"179",38285552018,0,0,0,1,1,8,1,1,0,0,0,31.5,14,34.6666666666667,0,0,0,1,0,0
"180",38285555737,0,1,0,0,1,5,1,1,4.39583333333333,0,0,10.4375,14,30.75,0,0,0,1,0,0
"181",38285555891,0,1,0,0,1,6,2,1,0,0,0,0,12,20.25,0,0,0,1,0,0
"182",38285604971,0,0,0,1,1,10,1,1,40,7604.16666666667,7604.16666666667,-6970.48611111111,18,40.8333333333333,0,1,0,0,1,0
"183",38285726565,434.571428571429,1,1,0,1,8,1,1,40,1500,1500,-1374.91666666667,14,27,6.07436032376392,1,1,0,0,0
"184",38285783160,86.9142857142857,0,0,2,1,8,1,1,12.5,554.583333333333,554.583333333333,-477.951388888889,12,27.8333333333333,4.46492241132982,0,1,1,0,1
"185",38285783318,0,0,0,1,1,8,1,1,0,0,0,16.6666666666667,10,30.5833333333333,0,0,0,1,0,0
"186",38285849676,869.142857142857,0,1,0,1,5,1,1,59,1500,3000,-2761.15972222222,18,49.3333333333333,6.76750750432387,1,1,0,0,0
"187",38285849777,0,0,0,1,1,10,1,1,20,1704.16666666667,3864.16666666667,-3651.875,13,28.3333333333333,0,0,0,1,0,0
"188",38285849882,869.142857142857,1,0,0,1,10,1,1,31.1666666666667,6355.91666666667,6355.91666666667,-5826.17361111111,16,33.25,6.76750750432387,1,1,0,0,0
"189",38285861246,651.857142857143,0,1,0,1,8,1,1,40,2972.5,2972.5,-2690.79166666667,18,29.5833333333333,6.47982543187209,1,1,0,0,0
"190",38285929420,695.314285714286,1,1,0,0.833333333333333,10,1,1,1.5625,81.25,147.916666666667,-141.145833333333,12,26.5,6.54436395300966,0,1,1,0,1
"191",38285945751,0,0,0,1,1,8,1,1,40,1086.08333333333,1086.08333333333,-995.576388888889,14,33.1666666666667,0,1,0,0,1,0
"192",38406046568,0,1,0,0,1,10,1,1,40,2606.91666666667,2606.91666666667,-2389.67361111111,12,44.9166666666667,0,1,0,0,1,0
"193",38406068919,0,0,1,0,1,10,1,1,0,0,0,74.6666666666667,13,32.4166666666667,0,0,0,1,0,0
"194",38406276547,869.142857142857,1,1,0,1,10,1,1,36,4348.58333333333,4348.58333333333,-3986.20138888889,16,36.25,6.76750750432387,1,1,0,0,0
"195",38406334547,0,1,0,0,1,10,1,1,27.5,583.416666666667,583.416666666667,-534.798611111111,16,27.8333333333333,0,1,0,0,1,0
"196",38406406194,0,0,0,1,1,10,1,1,28.2,5853.58333333333,5853.58333333333,-5386.70138888889,13,33.5,0,1,0,0,1,0
"197",38406406602,0,1,0,0,1,10,1,1,10.8333333333333,1320.83333333333,1320.83333333333,-1126.84722222222,18,39.0833333333333,0,0,0,1,0,0
"198",38406406967,869.142857142857,1,0,0,1,10,1,1,40,13349.5833333333,20849.5833333333,-19736.0347222222,16,31.0833333333333,6.76750750432387,1,1,0,0,0
"199",38406418116,0,0,0,2,1,10,1,1,0,0,0,8.33333333333333,13,32.3333333333333,0,0,0,1,0,0
"200",38406418547,0,1,2,1,1,10,1,1,0,0,0,0,13,33.8333333333333,0,0,0,1,0,0
"201",38408276602,325.928571428571,0,0,1,1,10,1,1,40,2259.75,2259.75,-2071.4375,12,31.5833333333333,5.78667825131214,1,1,0,0,0
"202",38408334194,173.828571428571,0,2,1,1,10,1,1,1.83333333333333,39.5833333333333,39.5833333333333,-36.2847222222222,10,28.8333333333333,5.15806959188977,0,1,1,0,1
"203",38408406967,43.4571428571429,1,0,0,1,10,1,1,22.9166666666667,830.958333333333,830.958333333333,-761.670138888889,11,25.4583333333333,3.77177523076988,1,1,0,0,0
