"","ssuid","monthly_childcare_expenditure","k_under2","k_3to5","k_6to10","METRO","reg_ratio","criminal_records","daycare_regulations","monthly_job_hrs","monthly_wage","monthly_earned_income","monthly_unearned_income","education","age","log_expenditure","H","F","d1","d2","d3"
"451",38860400882,0,0,1,0.5,0,10,1,1,0,0,0,0,8,33.5,0,0,0,1,0,0
"452",38860400972,0,0,1,3,0.333333333333333,10,1,1,13.75,949.5,949.5,-740.375,12,24.6666666666667,0,0,0,1,0,0
"453",38860403195,903.908571428572,1,0,1,1,8,1,1,40,6266.83333333333,6266.83333333333,-5741.68055555555,18,29.3333333333333,6.80672821747715,1,1,0,0,0
"454",38860403832,0,0,1,1,1,10,1,1,0,0,0,0,12,45.25,0,0,0,1,0,0
"455",38860406310,0,1,0,0,0,8,1,1,0,0,0,0,11,23.0833333333333,0,0,0,1,0,0
"456",38860406431,0,1,2,0,0,10,1,1,0,0,0,0,10,21.4166666666667,0,0,0,1,0,0
"457",38860406691,0,0,1,0,1,10,1,1,0,0,0,0,16,39.75,0,0,0,1,0,0
"458",38860406788,3454.84285714286,2,1,0,1,10,1,1,24,5423.08333333333,5423.08333333333,-4970.74305555556,21,33.25,8.14753225243017,1,1,0,0,0
"459",38860406873,0,0,1,0,1,10,1,1,59,10000,20000,-19160.0833333333,16,33.8333333333333,0,1,0,0,1,0
"460",38860408161,0,0,1,0,0,8,1,1,0,0,0,0,10,22.1666666666667,0,0,0,1,0,0
"461",38860408318,347.657142857143,0,1,0,0,8,1,1,15.3125,878.583333333333,878.583333333333,-805.368055555556,12,21,5.85121677244971,0,1,1,0,1
"462",38860408851,608.4,0,0,3,1,8,1,1,39.1666666666667,0,0,-1.375,12,30.9166666666667,6.41083256038514,1,1,0,0,0
"463",38860415010,0,0,1,0,1,10,1,1,28,2555,2555,-2342.08333333333,12,31,0,1,0,0,1,0
"464",38860415110,0,0,1,1,1,10,1,1,0,0,0,0,12,33.75,0,0,0,1,0,0
"465",38860415193,0,0,0,1,1,10,1,1,40,3008.25,3008.25,-2757.47916666667,12,30.1666666666667,0,1,0,0,1,0
"466",38860415539,0,0,0,2,1,10,1,1,40,2172.5,2172.5,-1991.45833333333,12,35.5,0,1,0,0,1,0
"467",38860418440,0,0,0,2,1,10,1,1,0,0,0,16.8333333333333,12,30.25,0,0,0,1,0,0
"468",38860421925,695.314285714286,1,1,0,1,8,1,1,34.6666666666667,5643,5643,-5172.58333333333,21,36.75,6.54436395300966,1,1,0,0,0
"469",38860438297,0,0,0,1,0,10,1,1,0,0,0,0,10,23.5,0,0,0,1,0,0
"470",38860438545,869.142857142857,1,0,0,1,5,1,1,45,5264.08333333333,5264.08333333333,-4825.07638888889,16,33.25,6.76750750432387,1,1,0,0,0
"471",38860438643,0,0,0,1,1,10,1,1,15,1238.16666666667,1238.16666666667,-1134.98611111111,16,38.3333333333333,0,0,0,1,0,0
"472",38860438755,0,0,0,1,1,5,1,1,44,1861.41666666667,1861.41666666667,-1706.29861111111,14,31.6666666666667,0,1,0,0,1,0
"473",38860472049,0,0,1,1,1,10,1,1,0,0,0,0.0833333333333333,12,26.5833333333333,0,0,0,1,0,0
"474",38860472622,0,0,0,2,0,10,1,1,40,6266.83333333333,6266.83333333333,-5744.51388888889,16,43.3333333333333,0,1,0,0,1,0
"475",38860494116,0,0,1,1,0,10,1,1,30,958.916666666667,958.916666666667,-876.506944444444,12,32.1666666666667,0,1,0,0,1,0
"476",38860494431,0,0,0,1,0,10,1,1,0,0,0,0,12,42.0833333333333,0,0,0,1,0,0
"477",38860494451,0,1,1,0,0,8,1,1,0,0,0,0,7,24.9166666666667,0,0,0,1,0,0
"478",38860494545,0,2,1,0,1,5,1,1,0,0,0,0,12,25.0833333333333,0,0,0,1,0,0
"479",38860501294,434.571428571429,1,0,0,1,5,1,1,18.6458333333333,1178.91666666667,1178.91666666667,-1053.0625,16,31.6666666666667,6.07436032376392,0,1,1,0,1
"480",38860501660,1434.08571428571,1,1,0,1,5,1,1,50,4276.58333333333,4276.58333333333,-3919.45138888889,14,34.9166666666667,7.26828279223636,1,1,0,0,0
"481",38860501905,2390.14285714286,0,2,0,1,5,1,1,0,0,0,103.986111111111,16,32.0833333333333,7.77910841600235,0,1,1,0,1
"482",38860508519,0,1,1,1,1,10,1,1,0,0,0,0,12,23.3333333333333,0,0,0,1,0,0
"483",38860533018,0,0,0,1,0,8,1,1,40,3701.75,3851.75,-3543.27083333333,16,32.1666666666667,0,1,0,0,1,0
"484",38860533105,0,0,1,1,1,10,1,1,0,0,0,61.1666666666667,13,37.3333333333333,0,0,0,1,0,0
"485",38860533116,0,0,2,0,0.833333333333333,10,1,1,23,722.166666666667,722.166666666667,-623.097222222222,12,24,0,1,0,0,1,0
"486",38860533198,0,0,0,1,0,8,1,1,36,2862.75,2862.75,-2624.1875,14,40.4166666666667,0,1,0,0,1,0
"487",38860533444,0,0,1,1,1,10,1,1,0,0,0,0,13,28,0,0,0,1,0,0
"488",38860533619,0,0,1,0,1,5,1,1,30,1408.08333333333,1408.08333333333,-1290.74305555556,5,43.0833333333333,0,1,0,0,1,0
"489",38860533705,0,0,0,1,0,10,1,1,25,2824.75,2824.75,-2586.35416666667,14,36.8333333333333,0,1,0,0,1,0
"490",38860552243,0,1,1,0,1,5,1,1,5,0,0,41.7986111111111,16,29.9166666666667,0,0,0,1,0,0
"491",38860552851,0,0,2,2,0,8,1,1,48,0,0,34.8263888888889,9,26.3333333333333,0,1,0,0,1,0
"492",38860555948,0,0,0,3,1,10,1,1,0,0,0,50.8333333333333,12,33.6666666666667,0,0,0,1,0,0
"493",38860555994,0,0,1,0,0,10,1,1,0,0,0,0,12,47.3333333333333,0,0,0,1,0,0
"494",38860588197,0,0,0,1,1,5,1,1,12.75,1029.08333333333,1617.16666666667,-1530.36805555556,14,27.8333333333333,0,0,0,1,0,0
"495",38860588831,0,0,1,0,1,5,1,1,10.3291666666667,393.583333333333,393.583333333333,-360.784722222222,9,23.9166666666667,0,0,0,1,0,0
"496",38860597116,0,0,0,1,0,10,1,1,0,0,0,2.08333333333333,12,36.3333333333333,0,0,0,1,0,0
"497",38860597125,0,0,1,0,1,8,1,1,35,1102.91666666667,1102.91666666667,-997.673611111111,12,23.6666666666667,0,1,0,0,1,0
"498",38860597149,1042.97142857143,0,0,1,0,5,1,1,40,2507.08333333333,2507.08333333333,-2298.15972222222,13,30.5833333333333,6.94982906111782,1,1,0,0,0
"499",38860597475,0,1,0,0,1,10,1,1,40,9191.83333333333,9191.83333333333,-8425.84722222222,18,33.1666666666667,0,1,0,0,1,0
"500",38860604049,0,0,0,2,0,10,1,1,36,3476.41666666667,3476.41666666667,-3186.63194444444,14,34.9166666666667,0,1,0,0,1,0
"501",38860604092,0,0,0,1,1,8,1,1,36,1524.58333333333,1524.58333333333,-1396.70138888889,12,37.4166666666667,0,1,0,0,1,0
"502",38860604285,0,1,1,0,1,8,1,1,0,0,0,0,9,24.0833333333333,0,0,0,1,0,0
"503",38860604346,1303.71428571429,1,1,2,1,6,2,1,24.6666666666667,606.25,606.25,-546.729166666667,16,39.5,7.17297261243203,1,1,0,0,0
"504",38860604467,738.771428571429,0,1,1,1,8,1,1,2.91666666666667,111,111,-101.75,12,30.25,6.6049885748261,0,1,1,0,1
"505",38860604475,0,0,0,2,1,10,1,1,40,5911.25,5911.25,-5346.21527777778,14,29.4166666666667,0,1,0,0,1,0
"506",38860604631,1303.71428571429,0,1,0,1,5,1,1,10,2000,2000,-1782.78472222222,18,37.5,7.17297261243203,0,1,1,0,1
"507",38860604814,0,0,0,2,1,10,1,1,0,0,0,0.166666666666667,16,39.0833333333333,0,0,0,1,0,0
"508",38860604882,1086.42857142857,0,0,2,1,10,1,1,50,9837.5,9837.5,-9016.625,16,41.5833333333333,6.99065105563808,1,1,0,0,0
"509",38860606086,0,0,0,1,1,5,1,1,40.5,1688.41666666667,1688.41666666667,-1547.71527777778,11,37,0,1,0,0,1,0
"510",38860606630,0,0,1,1,1,5,1,1,35.5,1756.66666666667,1790.66666666667,-1642.88888888889,13,27,0,1,0,0,1,0
"511",38860606660,0,0,0,1,1,5,1,1,24.875,57.3333333333333,57.3333333333333,-17.1180555555556,13,34.1666666666667,0,1,0,0,1,0
"512",38860609138,0,2,0,1,1,10,1,1,0,0,0,58.3333333333333,14,32.8333333333333,0,0,0,1,0,0
"513",38860610197,0,1,1,1,0,5,1,1,0,0,0,0,8,34.6666666666667,0,0,0,1,0,0
"514",38860610477,0,0,1,1,0.0833333333333333,10,1,1,50,13980.3333333333,15647,-14481.9722222222,16,37.4166666666667,0,1,0,0,1,0
"515",38860610568,0,1,1,1,1,10,1,1,0,0,0,0,13,42.3333333333333,0,0,0,1,0,0
"516",38860633067,0,0,0,1,1,5,1,1,0,0,0,0.333333333333333,16,41.5833333333333,0,0,0,1,0,0
"517",38860633466,0,0,0,1,1,6,2,1,29.6041666666667,4959.08333333333,4959.08333333333,-4542.32638888889,14,38.6666666666667,0,1,0,0,1,0
"518",38860633621,1216.8,0,1,0,1,10,1,1,40,7337.58333333333,7337.58333333333,-6656.53472222222,18,41.8333333333333,7.10397974094508,1,1,0,0,0
"519",38860633882,564.942857142857,0,1,0,1,10,1,1,45,6183.5,6183.5,-5668.20833333333,18,37.9166666666667,6.33672458823142,1,1,0,0,0
"520",38860648161,0,1,1,0,1,8,1,1,29.25,1237.5,1895.5,-1737.04166666667,7,21.5833333333333,0,1,0,0,1,0
"521",38860648177,1077.73714285714,1,0,1,1,8,1,1,40,2485.25,2485.25,-2228.0625,16,36.25,6.98261888394082,1,1,0,0,0
"522",38860662549,0,1,1,0,0,10,1,1,0,0,0,0,12,31.4166666666667,0,0,0,1,0,0
"523",38860662688,130.371428571429,0,1,1,1,8,1,1,3.25,183.333333333333,183.333333333333,-168.055555555556,12,35.0833333333333,4.87038751943799,0,1,1,0,1
"524",38860684092,0,1,0,0,1,8,1,1,18.3333333333333,1440.16666666667,1440.16666666667,-1267.93055555556,13,19.9166666666667,0,0,0,1,0,0
"525",38860688494,0,1,0,0,1,5,1,1,35,1520.83333333333,1520.83333333333,-1394.09722222222,8,28.25,0,1,0,0,1,0
"526",38860688687,330.274285714286,1,0,1,1,5,1,1,59,3509.83333333333,3509.83333333333,-3217.34722222222,12,25.6666666666667,5.79992347806216,1,1,0,0,0
"527",38860689110,217.285714285714,0,0,1,1,10,1,1,35,3923.91666666667,3923.91666666667,-3596.92361111111,18,39.1666666666667,5.38121314320398,1,1,0,0,0
"528",38860689253,0,0,0,1,1,10,1,1,51,3650,3650,-3078.82638888889,16,42.8333333333333,0,1,0,0,1,0
"529",38860689369,434.571428571429,0,1,0,1,10,1,1,0,0,0,0,16,33.9166666666667,6.07436032376392,0,1,1,0,1
"530",38860689539,217.285714285714,0,0,1,1,10,1,1,40,2340.08333333333,2340.08333333333,-2085.99305555556,12,48.5833333333333,5.38121314320398,1,1,0,0,0
"531",38860689545,0,0,1,0,1,5,1,1,0,0,0,0,12,21.1666666666667,0,0,0,1,0,0
"532",38860689631,0,0,0,1,0,5,1,1,20,1216.66666666667,1216.66666666667,-1081.27777777778,12,23.9166666666667,0,0,0,1,0,0
"533",38860689643,467.164285714286,0,0.5,0.5,1,10,1,1,28.0833333333333,1726.33333333333,1726.33333333333,-1582.47222222222,15.5,30.375,6.14668098534355,1,1,0,0,0
"534",38860689831,2390.14285714286,1,2,0,0,5,1,1,0,0,0,37.4166666666667,12,23.25,7.77910841600235,0,1,1,0,1
"535",38860723509,434.571428571429,0,0,1,1,10,1,1,35,4627.66666666667,4627.66666666667,-4242.02777777778,18,39.9166666666667,6.07436032376392,1,1,0,0,0
"536",38860723545,0,0,0,1,1,5,1,1,14.25,784.833333333333,784.833333333333,-719.430555555556,12,46.25,0,0,0,1,0,0
"537",38860726018,0,1,1,1,0,8,1,1,0,0,0,0,12,27.1666666666667,0,0,0,1,0,0
"538",38860726363,0,0,0,1,0,8,1,1,0,0,0,0,16,41.4166666666667,0,0,0,1,0,0
"539",38860726458,347.657142857143,1,0,1,1,10,1,1,26.25,0,0,140.291666666667,18,37.5,5.85121677244971,1,1,0,0,0
"540",38860755505,0,0,0,1,0,8,1,1,0,0,330,-302.5,13,57.8333333333333,0,0,0,1,0,0
"541",38860771373,651.857142857143,0,1,0,1,6,1,1,40,2364.58333333333,2364.58333333333,-2161.97916666667,12,26,6.47982543187209,1,1,0,0,0
"542",38860771621,0,0,0,1,1,10,1,1,11.9,495.25,495.25,-453.979166666667,13,39.75,0,0,0,1,0,0
"543",38860771857,1303.71428571429,0,2,0,1,6,2,1,32,781.916666666667,781.916666666667,-716.673611111111,16,38.0833333333333,7.17297261243203,1,1,0,0,0
"544",38860771887,0,1,0,0,1,5,1,1,40,1879.58333333333,2004.58333333333,-1847.95138888889,12,26.8333333333333,0,1,0,0,1,0
"545",38860809310,0,1,0.5,0.5,0,8,1,1,0,0,0,27.0833333333333,12,23.9166666666667,0,0,0,1,0,0
"546",38860809383,0,0,0,2,0,8,1,1,17.6666666666667,0,0,2.32638888888889,13,31.3333333333333,0,0,0,1,0,0
"547",38860809431,0,0,0,1,0,10,1,1,59,2924.91666666667,2924.91666666667,-2611.44444444444,12,36.8333333333333,0,1,0,0,1,0
"548",38860809730,0,0,0,1,0,10,1,1,32.0833333333333,3750.58333333333,4583.91666666667,-4271.36805555556,14,30.5833333333333,0,1,0,0,1,0
"549",38860810033,0,0,0,2,0,8,1,1,0,0,0,0,7,43.25,0,0,0,1,0,0
"550",38860810167,0,0,0,1,0,10,1,1,21.5625,666.166666666667,771.166666666667,-715.652777777778,12,44.5,0,1,0,0,1,0
"551",38860810297,0,0,0,1,0,10,1,1,0,0,0,12,12,28.6666666666667,0,0,0,1,0,0
"552",38860814689,0,0,0,1,1,5,1,1,7,799.333333333333,1399.33333333333,-1279.97222222222,16,35.0833333333333,0,0,0,1,0,0
"553",38860814720,0,1,0,0,1,6,2,1,0,0,0,0,16,31,0,0,0,1,0,0
"554",38860814737,0,1,1,0,1,5,1,1,10.5,500.583333333333,500.583333333333,-408.840277777778,18,32.1666666666667,0,0,0,1,0,0
"555",38860816232,0,1,1,1,1,8,1,1,0,0,0,0,14,31.25,0,0,0,1,0,0
"556",38860816420,130.371428571429,1,0,0,0,10,1,1,16.0416666666667,666,932.666666666667,-877.166666666667,13,25.0833333333333,4.87038751943799,0,1,1,0,1
"557",38860816465,0,0,0,1,0,10,1,1,17.6,539.25,539.25,-494.3125,13,33.0833333333333,0,0,0,1,0,0
"558",38860816536,108.642857142857,0,0,1,0,8,1,1,37,1528.5,1528.5,-1360.125,12,30.25,4.68806596264403,1,1,0,0,0
"559",38860816746,2898.59142857143,1,1,1,0,10,1,1,36,5709.41666666667,5709.41666666667,-5233.63194444444,16,35.0833333333333,7.97198018369146,1,1,0,0,0
"560",38860816967,0,0,0,1,0,10,1,1,0,0,0,99.3055555555556,12,37,0,0,0,1,0,0
"561",38860824465,0,1,1,0,0,10,1,1,0,0,0,0.666666666666667,7,23.75,0,0,0,1,0,0
"562",38860824650,0,0,0,2,1,10,1,1,0,0,0,101.916666666667,16,45.1666666666667,0,0,0,1,0,0
"563",38860828207,0,0,0,1,1,5,1,1,0,0,0,0,10,30,0,0,0,1,0,0
"564",38860828999,325.928571428571,0,0,1,1,8,1,1,50,2637.91666666667,3037.91666666667,-2818.09027777778,14,34.8333333333333,5.78667825131214,1,1,0,0,0
"565",38860847676,0,0,0,1,1,5,1,1,50,4011,4011,-3676.75,18,35.9166666666667,0,1,0,0,1,0
"566",38860847759,651.857142857143,0,0,1,1,6,2,1,45,5594.33333333333,7094.33333333333,-6628.13888888889,14,48.5833333333333,6.47982543187209,1,1,0,0,0
"567",38860847887,434.571428571429,0,0,1,1,5,1,1,28,1216.66666666667,1216.66666666667,-1115.27777777778,7,36.3333333333333,6.07436032376392,1,1,0,0,0
"568",38860847994,0,1,1,0,0,10,1,1,0,0,0,56.1666666666667,11,24.3333333333333,0,0,0,1,0,0
"569",38860848189,0,0,1,0,0,8,1,1,0,0,0,0,9,26.5,0,0,0,1,0,0
"570",38860848516,0,0,1,1,1,5,1,1,38,3632.5,3632.5,-3328.875,16,38.25,0,1,0,0,1,0
"571",38860848591,3454.84285714286,1,1,0,1,10,1,1,52.15,7070.08333333333,7070.08333333333,-6480.90972222222,18,27.3333333333333,8.14753225243017,1,1,0,0,0
"572",38860848676,347.657142857143,1,0,0,1,5,1,1,25.8083333333333,1802.08333333333,1802.08333333333,-1546.28472222222,13,36.25,5.85121677244971,1,1,0,0,0
"573",38860849035,1303.71428571429,1,0,0,1,5,1,1,45.9333333333333,15377.8333333333,16419.5,-14829.6805555556,18,36.6666666666667,7.17297261243203,1,1,0,0,0
"574",38860849253,108.642857142857,0,0,2,1,10,1,1,20,977.333333333333,977.333333333333,-895.888888888889,12,35.3333333333333,4.68806596264403,0,1,1,0,1
"575",38860849285,0,1,0,0,1,8,1,1,0,0,0,0,9,16.8333333333333,0,0,0,1,0,0
"576",38860849343,0,0,2,3,1,10,1,1,5,417.916666666667,417.916666666667,-362.840277777778,16,43.8333333333333,0,0,0,1,0,0
"577",38860849373,0,1,0,0,1,5,1,1,40,2606.91666666667,2606.91666666667,-2389.67361111111,14,25.0833333333333,0,1,0,0,1,0
"578",38860849447,3454.84285714286,1,0,1,1,10,1,1,38,8356,8356,-7659.66666666667,16,36.3333333333333,8.14753225243017,1,1,0,0,0
"579",38860849631,695.314285714286,1,0,0,1,5,1,1,40,6936,6936,-6343.91666666667,21,31,6.54436395300966,1,1,0,0,0
"580",38860849884,0,0,0,1,0,10,1,1,0,0,0,0,14,35.75,0,0,0,1,0,0
"581",38860860431,0,2,1,0,1,10,1,1,0,0,0,0,13,26.1666666666667,0,0,0,1,0,0
"582",38860860844,0,1,0,0,1,10,1,1,36.75,1153.75,1153.75,-1057.60416666667,12,23.25,0,1,0,0,1,0
"583",38860860919,0,1,1,0,0,10,1,1,17.9166666666667,1065.83333333333,1285.83333333333,-1197.01388888889,12,22.5833333333333,0,0,0,1,0,0
"584",38860908127,0,1,0,0,1,8,1,1,0,0,0,3.5,16,30.4166666666667,0,0,0,1,0,0
"585",38860908451,608.4,0,1,1,1,8,1,1,45,5616.16666666667,8082.83333333333,-7614.81944444444,14,35.4166666666667,6.41083256038514,1,1,0,0,0
"586",38860911366,365.04,0,1,0,0.25,8,1,1,14,465.166666666667,465.166666666667,-426.402777777778,14,34.6666666666667,5.90000693661915,0,1,1,0,1
"587",38860911451,0,1,0,0,1,8,1,1,11.6666666666667,353.833333333333,640.5,-611.013888888889,12,20.75,0,0,0,1,0,0
"588",38860929935,0,2,1,0,1,8,1,1,3.33333333333333,95.25,95.25,-87.3125,12,21.25,0,0,0,1,0,0
"589",38860932294,0,2,0,1,1,5,1,1,0.125,5,5,62.9583333333333,10,25.1666666666667,0,0,0,1,0,0
"590",38860932899,0,0,0,1,1,8,1,1,40,4011,4011,-3676.75,16,41.5,0,1,0,0,1,0
"591",38860945020,0,1,0,0,1,6,2,1,32,3154.25,3154.25,-2891.14583333333,14,22.8333333333333,0,1,0,0,1,0
"592",38860945092,0,1,0,1,0,8,1,1,0,0,0,0,12,24.5833333333333,0,0,0,1,0,0
"593",38860945210,0,1,1,1,1,6,2,1,39.5208333333333,1568.5,1568.5,-1437.79166666667,9,24,0,1,0,0,1,0
"594",38860945373,0,0,0,1,1,5,1,1,50,5214.16666666667,5214.16666666667,-4779.40277777778,14,58.6666666666667,0,1,0,0,1,0
"595",38860967060,330.274285714286,0,2,0,1,5,1,1,0,0,0,26.75,16,29.9166666666667,5.79992347806216,0,1,1,0,1
"596",38860967660,0,1,0,0,0.666666666666667,6.33333333333333,1.33333333333333,1,0,0,0,52.0833333333333,13,31.75,0,0,0,1,0,0
"597",38860982161,56.4942857142857,0,2,0,1,8,1,1,4.25,148.083333333333,148.083333333333,-135.409722222222,16,32.8333333333333,4.03413949523737,0,1,1,0,1
"598",38860982516,0,0,1,1,1,5,1,1,0,0,0,36,12,38.3333333333333,0,0,0,1,0,0
"599",38860988158,0,1,0,0,0,10,1,1,10.6666666666667,334.75,334.75,-306.854166666667,12,19.3333333333333,0,0,0,1,0,0
"600",38860988160,0,0,0,1,1,8,1,1,40,2520.75,2520.75,-2310.6875,16,32.6666666666667,0,1,0,0,1,0
"601",38860988174,0,1,1,2,1,5,1,1,0,0,0,0,12,31,0,0,0,1,0,0
"602",38860988316,86.9142857142857,0,0,2,1,5,1,1,9.79166666666667,1063.5,1307.25,-1218.625,12,33.5,4.46492241132982,0,1,1,0,1
"603",38860988905,0,1,0,0,1,5,1,1,0,0,0,0,16,31.4166666666667,0,0,0,1,0,0
"604",38860995043,0,0,0,1,1,10,1,1,40.8333333333333,4062.91666666667,4062.91666666667,-3690.67361111111,14,34.5,0,1,0,0,1,0
"605",38860995622,347.657142857143,1,1,0,1,10,1,1,31,2878.25,2878.33333333333,-2358.97916666667,13,31.9166666666667,5.85121677244971,1,1,0,0,0
"606",38860995650,0,1,0,0,1,10,1,1,40,1564.16666666667,1564.16666666667,-1433.81944444444,12,21.9166666666667,0,1,0,0,1,0
"607",38860995705,0,0,1,0,0,10,1,1,40,6344.16666666667,6344.16666666667,-5815.48611111111,16,36,0,1,0,0,1,0
"608",38860995788,0,1,1,0,1,10,1,1,0,0,0,0,12,24.6666666666667,0,0,0,1,0,0
"609",38995046919,217.285714285714,0,0,1,1,10,1,1,36.5583333333333,1606.16666666667,1606.16666666667,-1472.31944444444,12,51.0833333333333,5.38121314320398,1,1,0,0,0
"610",38995136179,1077.73714285714,0,1,0,1,8,1,1,18.375,602.5,602.5,-521.625,12,22.6666666666667,6.98261888394082,0,1,1,0,1
"611",38995136366,365.04,1,0,0,1,8,1,1,34,1071.16666666667,1071.16666666667,-979.819444444444,12,21.5,5.90000693661915,1,1,0,0,0
"612",38995136960,56.4942857142857,0,3,1,1,8,1,1,25,787.833333333333,787.833333333333,-722.180555555556,10,31.8333333333333,4.03413949523737,1,1,0,0,0
"613",38995209092,0,0,1,1,1,8,1,1,40,4487.91666666667,4487.91666666667,-3964.61805555556,16,39.0833333333333,0,1,0,0,1,0
"614",38995276116,0,0,1,1,1,10,1,1,28.9166666666667,3634,5467.33333333333,-5164.5,21,35.75,0,1,0,0,1,0
"615",38995276730,217.285714285714,0,0,1,1,10,1,1,36,2423.41666666667,2423.41666666667,-2221.29861111111,14,39.1666666666667,5.38121314320398,1,1,0,0,0
"616",38995334267,0,0,0,2,1,10,1,1,33.0555555555556,1410.22222222222,1410.22222222222,-1284.37037037037,7,32.5555555555556,0,1,0,0,1,0
"617",38995334547,651.857142857143,0,1,2,1,10,1,1,14.2458333333333,758.416666666667,758.416666666667,-676.631944444444,12,31.9166666666667,6.47982543187209,0,1,1,0,1
"618",38995406568,0,0,0,2,1,10,1,1,37.5,1403.83333333333,1403.83333333333,-1286.84722222222,12,33.8333333333333,0,1,0,0,1,0
"619",38995408116,0,0,0,3,1,10,1,1,0,0,0,1.75,18,38.6666666666667,0,0,0,1,0,0
"620",38995408919,695.314285714286,0,0,1,1,7,1,1,59,9374.08333333333,9374.08333333333,-8592.90972222222,16,38.6666666666667,6.54436395300966,1,1,0,0,0
"621",38995418919,0,1,1,0,1,10,1,1,13.7916666666667,458.916666666667,458.916666666667,-420.673611111111,12,19.5,0,0,0,1,0,0
"622",38995684116,0,0,0,1,1,10,1,1,37,3927.66666666667,3927.66666666667,-3535.52777777778,16,42.9166666666667,0,1,0,0,1,0
"623",38995684194,0,0,0,1,1,10,1,1,50,6646.91666666667,6646.91666666667,-6093.00694444444,13,41.8333333333333,0,1,0,0,1,0
"624",38995684730,0,0,0,1,1,10,1,1,40,5180.75,5180.75,-4741.9375,14,44.25,0,1,0,0,1,0
"625",38995860668,152.1,0,0,1,1,8,1,1,50,692.25,692.25,-634.5625,16,43.6666666666667,5.02453819926525,1,1,0,0,0
"626",292049068469,0,1,0,0,0,6,1,1,0,0,545,-466.25,12,45.5833333333333,0,0,0,1,0,0
"627",292049276550,0,0,1,1,0,6,1,1,0,0,1280,-1130.24305555556,8,33.9166666666667,0,0,0,1,0,0
"628",292049334469,0,1,2,0,0,6,1,1,10,220.333333333333,220.333333333333,-154.916666666667,12,29.6666666666667,0,0,0,1,0,0
"629",292049406384,173.828571428571,0,0,1,0,6,1,1,20,1708.16666666667,1708.16666666667,-1487.48611111111,16,42.0833333333333,5.15806959188977,0,1,1,0,1
"630",292049408965,0,1,1,0,0,6,1,1,0,0,0,0,10,23.3333333333333,0,0,0,1,0,0
"631",292092068198,0,1,1,0,1,8,1,2,15.5,2516.25,2516.25,-2305.64583333333,16,32.6666666666667,0,0,0,1,0,0
"632",292092334061,977.785714285714,0,1,1,1,8,1,2,45,3760.16666666667,3760.16666666667,-3446.81944444444,16,34.6666666666667,6.88529053998025,1,1,0,0,0
"633",292092344018,651.857142857143,0,1,1,1,8,1,2,50,9191.83333333333,9191.83333333333,-8424.18055555555,18,40.8333333333333,6.47982543187209,1,1,0,0,0
"634",292092344671,217.285714285714,0,1,0,1,8,1,2,50,15787.3333333333,22549.8333333333,-21233.3055555556,16,38.3333333333333,5.38121314320398,1,1,0,0,0
"635",292092408198,0,1,0,0,1,8,1,1.33333333333333,31.6666666666667,5490.33333333333,5490.33333333333,-5031.38888888889,21,28.0833333333333,0,1,0,0,1,0
"636",292092408751,0,0,1,2,1,8,1,2,0,0,0,0,12,42.6666666666667,0,0,0,1,0,0
"637",292092418018,0,1,1,0,1,8,1,2,5.25,233.5,233.5,-211.291666666667,12,22.5833333333333,0,0,0,1,0,0
"638",292092418671,0,0,0,2,1,8,1,2,0,0,0,135.763888888889,13,38.0833333333333,0,0,0,1,0,0
"639",292092684751,651.857142857143,0,1,0,1,8,1,2,37,4562.5,4562.5,-4182.29166666667,16,41.4166666666667,6.47982543187209,1,1,0,0,0
"640",292092995671,0,0,1,0,1,8,1,2,30,1390,2780,-2664.16666666667,14,38.5,0,1,0,0,1,0
"641",292136046829,0,0,1,1,1,8,1,2,0,0,0,0,12,34.9166666666667,0,0,0,1,0,0
"642",292136068189,651.857142857143,0,0,1,1,8,1,2,10.8333333333333,661.333333333333,661.333333333333,-443.722222222222,14,37.25,6.47982543187209,0,1,1,0,1
"643",292136068534,0,1,1,0,1,6.5,1,1.25,5,0,0,2.19444444444444,18,35.9166666666667,0,0,0,1,0,0
"644",292136068925,0,0,0,1,1,8,1,2,0,0,0,0,8,42,0,0,0,1,0,0
"645",292136276127,0,1,1,0,1,8,1,2,0,0,0,0,12,25.1666666666667,0,0,0,1,0,0
"646",292136276534,0,0,0,1,1,8,1,2,28,1068.58333333333,1068.58333333333,-979.534722222222,11,43.8333333333333,0,1,0,0,1,0
"647",292136276935,0,0.5,0.5,0,1,8,1,2,0,0,11.3333333333333,-5.38888888888889,8.5,20.3333333333333,0,0,0,1,0,0
"648",292136334829,0,0,0,2,1,8,1,2,0,0,0,0,12,32.25,0,0,0,1,0,0
"649",292136406195,325.928571428571,0,1,0,1,8,1,2,42,2290,2390,-2199.16666666667,13,40.75,5.78667825131214,1,1,0,0,0
"650",292136406198,0,1,1,0,1,8,1,2,26.6666666666667,1571.16666666667,1571.16666666667,-1440.23611111111,14,28.5833333333333,0,1,0,0,1,0
"651",292136406232,0,0,0,3,1,8,1,2,39.3333333333333,0,0,0,12,28.4166666666667,0,1,0,0,1,0
"652",292136406318,130.371428571429,0,0,1,1,8,1,2,13.3333333333333,166.666666666667,166.666666666667,-152.777777777778,14,42.3333333333333,4.87038751943799,0,1,1,0,1
"653",292136406671,0,0,1,0,1,8,1,2,0,0,0,0,12,34.1666666666667,0,0,0,1,0,0
